iteracion,mejor_fitness
0,0.011975391543469953
1,0.011975391543469953
2,0.011975391543469953
3,0.011975391543469953
4,0.0073233092890485785
5,0.0073233092890485785
6,0.0073233092890485785
7,0.0073233092890485785
8,0.005845996926114115
9,0.005845996926114115
10,0.005845996926114115
11,0.004322388753435485
12,0.004322388753435485
13,0.004322388753435485
14,0.004322388753435485
15,0.004322388753435485
16,0.004322388753435485
17,0.004322388753435485
18,0.004322388753435485
19,0.004322388753435485
20,0.004322388753435485
21,0.004322388753435485
22,0.004322388753435485
23,0.004322388753435485
24,0.004322388753435485
25,0.004322388753435485
26,0.004322388753435485
27,0.004322388753435485
28,0.0035664004390358207
29,0.0035664004390358207
30,0.0035664004390358207
31,0.0035664004390358207
32,0.0035664004390358207
33,0.0035664004390358207
34,0.0035664004390358207
35,0.0035664004390358207
36,0.0035664004390358207
37,0.0035664004390358207
38,0.0035664004390358207
39,0.0034541328712272357
40,0.003314124024654794
41,0.0032888304468670164
42,0.0032888304468670164
43,0.0032888304468670164
44,0.0032888304468670164
45,0.0026131799981587794
46,0.0026131799981587794
47,0.0026131799981587794
48,0.0026131799981587794
49,0.0026131799981587794
50,0.0026131799981587794
51,0.0026131799981587794
52,0.0025766091185396214
53,0.0025766091185396214
54,0.0025766091185396214
55,0.0025766091185396214
56,0.0025766091185396214
57,0.0025766091185396214
58,0.0025766091185396214
59,0.0025766091185396214
60,0.0025766091185396214
61,0.0025766091185396214
62,0.0025766091185396214
63,0.0025766091185396214
64,0.0025766091185396214
65,0.0025766091185396214
66,0.0025243017101999592
67,0.0025243017101999592
68,0.0025243017101999592
69,0.0025243017101999592
70,0.0025243017101999592
71,0.0025243017101999592
72,0.0025243017101999592
73,0.0025243017101999592
74,0.0025243017101999592
75,0.0025243017101999592
76,0.0025243017101999592
77,0.0025243017101999592
78,0.0025243017101999592
79,0.0025243017101999592
80,0.0025243017101999592
81,0.0025243017101999592
82,0.0025243017101999592
83,0.0025243017101999592
84,0.0025243017101999592
85,0.0025243017101999592
86,0.0025243017101999592
87,0.0025243017101999592
88,0.0024870194634561693
89,0.0024870194634561693
90,0.0024870194634561693
91,0.0024870194634561693
92,0.0024870194634561693
93,0.0024870194634561693
94,0.0024870194634561693
95,0.0024870194634561693
96,0.0024870194634561693
97,0.0024870194634561693
98,0.0024870194634561693
99,0.0024870194634561693
100,0.0024870194634561693
101,0.0024870194634561693
102,0.0024870194634561693
103,0.0024870194634561693
104,0.0024870194634561693
105,0.0024870194634561693
106,0.0024870194634561693
107,0.0024870194634561693
108,0.0024870194634561693
109,0.0024870194634561693
110,0.0024870194634561693
111,0.0024870194634561693
112,0.0024870194634561693
113,0.0024870194634561693
114,0.0024870194634561693
115,0.0024641961534339115
116,0.0024641961534339115
117,0.0024641961534339115
118,0.0024641961534339115
119,0.0024641961534339115
120,0.0024641961534339115
121,0.0024641961534339115
122,0.0024641961534339115
123,0.0024641961534339115
124,0.0024641961534339115
125,0.0024050928941895967
126,0.0024050928941895967
127,0.0024050928941895967
128,0.0024050928941895967
129,0.0024050928941895967
130,0.0024050928941895967
131,0.0024050928941895967
132,0.0024050928941895967
133,0.0024050928941895967
134,0.0024050928941895967
135,0.0024050928941895967
136,0.0024050928941895967
137,0.0024050928941895967
138,0.0024050928941895967
139,0.0024050928941895967
140,0.0024050928941895967
141,0.0024050928941895967
142,0.0024050928941895967
143,0.0024050928941895967
144,0.0024050928941895967
145,0.0024050928941895967
146,0.0024050928941895967
147,0.0024050928941895967
148,0.0024050928941895967
149,0.0024050928941895967
150,0.0024050928941895967
151,0.0024050928941895967
152,0.0024050928941895967
153,0.0024050928941895967
154,0.0024050928941895967
155,0.0024050928941895967
156,0.0024050928941895967
157,0.0024050928941895967
158,0.0024050928941895967
159,0.0024050928941895967
160,0.0024050928941895967
161,0.0024050928941895967
162,0.0024050928941895967
163,0.0024050928941895967
164,0.0024050928941895967
165,0.0024050928941895967
166,0.0024050928941895967
167,0.0024050928941895967
168,0.0024050928941895967
169,0.0024050928941895967
170,0.0024050928941895967
171,0.0024050928941895967
172,0.0024050928941895967
173,0.0024050928941895967
174,0.0024050928941895967
175,0.0024050928941895967
176,0.0024050928941895967
177,0.0024050928941895967
178,0.0024050928941895967
179,0.0024050928941895967
180,0.0024050928941895967
181,0.0024050928941895967
182,0.0024050928941895967
183,0.0024050928941895967
184,0.0024050928941895967
185,0.0024050928941895967
186,0.0024050928941895967
187,0.0024050928941895967
188,0.0024050928941895967
189,0.0024050928941895967
190,0.0024050928941895967
191,0.0024050928941895967
192,0.0024050928941895967
193,0.0024050928941895967
194,0.0024050928941895967
195,0.0024050928941895967
196,0.0024050928941895967
197,0.0024050928941895967
198,0.0024050928941895967
199,0.0024050928941895967
200,0.0024050928941895967
201,0.0024050928941895967
202,0.0024050928941895967
203,0.0024050928941895967
204,0.0024050928941895967
205,0.0024050928941895967
206,0.0024019341950517865
207,0.0024019341950517865
208,0.0024019341950517865
209,0.0024019341950517865
210,0.0024019341950517865
211,0.0024019341950517865
212,0.0023758180301257105
213,0.0023758180301257105
214,0.0023758180301257105
215,0.0023758180301257105
216,0.0023758180301257105
217,0.0023758180301257105
218,0.0023758180301257105
219,0.0023758180301257105
220,0.0023758180301257105
221,0.0023758180301257105
222,0.0023758180301257105
223,0.0023758180301257105
224,0.0023758180301257105
225,0.0023758180301257105
226,0.0023758180301257105
227,0.0023758180301257105
228,0.0023758180301257105
229,0.0023758180301257105
230,0.0023758180301257105
231,0.0023758180301257105
232,0.0023758180301257105
233,0.0023758180301257105
234,0.0023758180301257105
235,0.0023758180301257105
236,0.0023758180301257105
237,0.0023758180301257105
238,0.0023758180301257105
239,0.0023758180301257105
240,0.0023758180301257105
241,0.0023758180301257105
242,0.0023758180301257105
243,0.0023758180301257105
244,0.0023758180301257105
245,0.0023758180301257105
246,0.0023758180301257105
247,0.002358388773886493
248,0.002358388773886493
249,0.002358388773886493
250,0.002358388773886493
251,0.002358388773886493
252,0.002358388773886493
253,0.002358388773886493
254,0.002358388773886493
255,0.002358388773886493
256,0.002358388773886493
257,0.0023404574933312996
258,0.0023404574933312996
259,0.0023404574933312996
260,0.0023404574933312996
261,0.0023404574933312996
262,0.0023404574933312996
263,0.0023404574933312996
264,0.0023404574933312996
265,0.0023404574933312996
266,0.0023404574933312996
267,0.0023404574933312996
268,0.0023404574933312996
269,0.0023404574933312996
270,0.0023404574933312996
271,0.0023404574933312996
272,0.0023404574933312996
273,0.0023404574933312996
274,0.0023404574933312996
275,0.0023404574933312996
276,0.0023404574933312996
277,0.0023404574933312996
278,0.0023404574933312996
279,0.0023404574933312996
280,0.0023404574933312996
281,0.0023404574933312996
282,0.0023404574933312996
283,0.0023404574933312996
284,0.0023404574933312996
285,0.0023404574933312996
286,0.0023404574933312996
287,0.0023404574933312996
288,0.0023404574933312996
289,0.0023404574933312996
290,0.0023404574933312996
291,0.0023404574933312996
292,0.0023404574933312996
293,0.0023404574933312996
294,0.0023404574933312996
295,0.0023404574933312996
296,0.0023404574933312996
297,0.0023404574933312996
298,0.0023404574933312996
299,0.0023404574933312996
