generacion,mejor_fitness
0,0.02331777767848836
1,0.016524029305845234
2,0.015525798576554069
3,0.015525798576554069
4,0.012097300676603443
5,0.012097300676603443
6,0.011987383421078421
7,0.011987383421078421
8,0.011574009914581547
9,0.01150713979331276
10,0.011346233388633258
11,0.011346233388633258
12,0.011186466247975231
13,0.011025718778280518
14,0.010723875118382381
15,0.010723875118382381
16,0.010723875118382381
17,0.010723875118382381
18,0.010723875118382381
19,0.010723875118382381
20,0.010723875118382381
21,0.010723875118382381
22,0.010532224512839052
23,0.010532224512839052
24,0.010495565045297226
25,0.010495565045297226
26,0.010335303002528993
27,0.009703355218746866
28,0.008525621213531414
29,0.008140128911068288
30,0.008140128911068288
31,0.007921523408697622
32,0.007702817278612448
33,0.0076563210926480895
34,0.007559674946797684
35,0.007418873692759478
36,0.007383255327849717
37,0.007346460785029004
38,0.007146437171843301
39,0.007146437171843301
40,0.007146437171843301
41,0.007146437171843301
42,0.007134689442516692
43,0.007118477562161358
44,0.007073570935231082
45,0.007073570935231082
46,0.007073570935231082
47,0.006928019874791045
48,0.006928019874791045
49,0.006928019874791045
50,0.006928019874791045
51,0.006928019874791045
52,0.006928019874791045
53,0.006928019874791045
54,0.006928019874791045
55,0.006928019874791045
56,0.006928019874791045
57,0.006928019874791045
58,0.006928019874791045
59,0.006928019874791045
60,0.006928019874791045
61,0.00690785312159863
62,0.00690785312159863
63,0.00690785312159863
64,0.00690785312159863
65,0.00690785312159863
66,0.00690785312159863
67,0.00690785312159863
68,0.00690785312159863
69,0.00690785312159863
70,0.006744803060898466
71,0.006744803060898466
72,0.006744803060898466
73,0.006744803060898466
74,0.006744803060898466
75,0.006744803060898466
76,0.006744803060898466
77,0.006744803060898466
78,0.006744803060898466
79,0.006744803060898466
80,0.006744803060898466
81,0.006669386386140306
82,0.006669386386140306
83,0.006669386386140306
84,0.006669386386140306
85,0.006669386386140306
86,0.006669386386140306
87,0.006669386386140306
88,0.006604655402873631
89,0.006604655402873631
90,0.006592869416871964
91,0.006592869416871964
92,0.006592869416871964
93,0.006592869416871964
94,0.006518060731363195
95,0.006518060731363195
96,0.006518060731363195
97,0.0064560249146725
98,0.0064560249146725
99,0.0064560249146725
100,0.0064560249146725
101,0.006422695252657563
102,0.006422695252657563
103,0.006422695252657563
104,0.006422695252657563
105,0.006422695252657563
106,0.006422695252657563
107,0.006422695252657563
108,0.006422695252657563
109,0.006422695252657563
110,0.006399488227063622
111,0.006399488227063622
112,0.006399488227063622
113,0.006399488227063622
114,0.006399488227063622
115,0.006399488227063622
116,0.006394793958244417
117,0.006394793958244417
118,0.006394793958244417
119,0.006394793958244417
120,0.006394793958244417
121,0.006381997273275224
122,0.006381997273275224
123,0.006381997273275224
124,0.006334121556865155
125,0.006334121556865155
126,0.006334121556865155
127,0.006334121556865155
128,0.006334121556865155
129,0.006334121556865155
130,0.006324866213479199
131,0.006324866213479199
132,0.006324866213479199
133,0.006324866213479199
134,0.006324866213479199
135,0.006324866213479199
136,0.006324866213479199
137,0.006324866213479199
138,0.006324866213479199
139,0.006324866213479199
140,0.006324866213479199
141,0.006324866213479199
142,0.006313812959435698
143,0.006313812959435698
144,0.006313812959435698
145,0.006313812959435698
146,0.006313812959435698
147,0.006313812959435698
148,0.006313812959435698
149,0.006307728181424838
150,0.006307728181424838
151,0.006307728181424838
152,0.006307728181424838
153,0.006307728181424838
154,0.006307728181424838
155,0.006307728181424838
156,0.006307728181424838
157,0.006307728181424838
158,0.0063067246785709795
159,0.0063067246785709795
160,0.0063067246785709795
161,0.0063067246785709795
162,0.0062671969284732775
163,0.0062671969284732775
164,0.00625600348854127
165,0.00625600348854127
166,0.006194701908487472
167,0.006194701908487472
168,0.006194701908487472
169,0.006194701908487472
170,0.006194701908487472
171,0.006194701908487472
172,0.006194701908487472
173,0.006194701908487472
174,0.006194701908487472
175,0.006194701908487472
176,0.006194701908487472
177,0.006194701908487472
178,0.006194701908487472
179,0.006194701908487472
180,0.006194701908487472
181,0.006194701908487472
182,0.006194701908487472
183,0.006194701908487472
184,0.006194701908487472
185,0.006194701908487472
186,0.006194701908487472
187,0.006194701908487472
188,0.006194701908487472
189,0.006194701908487472
190,0.006194701908487472
191,0.006194701908487472
192,0.006194701908487472
193,0.006194701908487472
194,0.006194701908487472
195,0.006194701908487472
196,0.006194603074940794
197,0.006194603074940794
198,0.006194603074940794
199,0.006194603074940794
200,0.006194603074940794
201,0.006194603074940794
202,0.006194603074940794
203,0.006194603074940794
204,0.0061924240759693135
205,0.0061924240759693135
206,0.006190947480236547
207,0.006190947480236547
208,0.006190947480236547
209,0.006190947480236547
210,0.006190947480236547
211,0.006190947480236547
212,0.006190947480236547
213,0.006190947480236547
214,0.006190947480236547
215,0.006190947480236547
216,0.006190947480236547
217,0.006190947480236547
218,0.006190947480236547
219,0.006190947480236547
220,0.006190947480236547
221,0.006190947480236547
222,0.006190947480236547
223,0.006190947480236547
224,0.006190947480236547
225,0.006190947480236547
226,0.006190947480236547
227,0.006190947480236547
228,0.006190947480236547
229,0.006190947480236547
230,0.006190947480236547
231,0.006190947480236547
232,0.006190947480236547
233,0.006190947480236547
234,0.006190947480236547
235,0.006190947480236547
236,0.006190947480236547
237,0.006190947480236547
238,0.006190947480236547
239,0.006190947480236547
240,0.006190554156376696
241,0.006190554156376696
242,0.006190554156376696
243,0.006190554156376696
244,0.006190554156376696
245,0.006190554156376696
246,0.006190554156376696
247,0.006190554156376696
248,0.006190554156376696
249,0.006190554156376696
250,0.006190554156376696
251,0.006190554156376696
252,0.006190554156376696
253,0.006190554156376696
254,0.006190554156376696
255,0.006190554156376696
256,0.006190554156376696
257,0.006190554156376696
258,0.006190554156376696
259,0.006190554156376696
260,0.006190554156376696
261,0.006190554156376696
262,0.006190554156376696
263,0.006190554156376696
264,0.006190554156376696
265,0.006190554156376696
266,0.006190554156376696
267,0.006190554156376696
268,0.006190554156376696
269,0.006190554156376696
270,0.006190554156376696
271,0.006190554156376696
272,0.006190554156376696
273,0.006190554156376696
274,0.006190554156376696
275,0.006190554156376696
276,0.006190554156376696
277,0.006190554156376696
278,0.006190554156376696
279,0.006190554156376696
280,0.006190554156376696
281,0.006190554156376696
282,0.006190554156376696
283,0.006190554156376696
284,0.006190554156376696
285,0.006190554156376696
286,0.006190554156376696
287,0.006190554156376696
288,0.006190554156376696
289,0.006190554156376696
290,0.006190554156376696
291,0.006190554156376696
292,0.006190554156376696
293,0.006190554156376696
294,0.006190554156376696
295,0.006190554156376696
296,0.006190554156376696
